CNPJ_Fundo;Data_Referencia;Versao;Ativo_Negociado;Natureza_Transacao;Data_Transacao;Valor_Envolvido;Data_Assembleia;Contraparte
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-12-16;71468.73;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-12-16;620860.1552;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-12-16;125521.639;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-12-16;285363.9772;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-19;165910.05;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2022-12-20;767518.02;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-20;343734.97;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-20;161569.49;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2022-12-21;186518.07;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - SUNO RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-12-21;51242.21;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-21;209124.37;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-12-22;257072.1509;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-12-22;161730.4712;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-12-22;209231.3079;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-23;215859.37;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2022-12-26;42327.67;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-26;1163553.84;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-27;37350.61;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;ALIENAÇÃO;2022-12-28;327474.11;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - SUNO RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-12-28;155461.81;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-28;1110270.71;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;ALIENAÇÃO;2022-12-29;409123.33;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - SUNO RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-12-29;206811.99;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-29;77473.82;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-12-30;123075.3;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - SUNO RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2023-01-02;115578.83;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-02;768226.82;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-03;705745.37;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;ALIENAÇÃO;2023-01-04;319667.79;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - SUNO RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2023-01-04;197117.68;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-04;206532.57;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-05;91411.94;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-06;551205.69;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-09;139350.43;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-10;182919.34;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-11;89080.07;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2023-01-12;232602.46;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - SUNO RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2023-01-12;148324.25;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-12;103069.67;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-13;1651851.13;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-16;308587.68;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2023-01-17;233608.39;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-17;104.64;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-17;1336090.4854;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-17;100;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-17;308738.5346;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-17;104.64;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-18;554254.67;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-19;55326.5;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-20;3878467.25;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2023-01-23;63178.94;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-23;23993.72;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-24;309009.49;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-25;35635.1;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-25;717449.03;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2023-01-26;386459.84;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-26;320483.77;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2023-01-27;387677.14;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-30;66235.6384;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-30;320797.4916;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2023-01-31;386934.94;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-31;37441.66;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-01-31;9182.33;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-31;143888.72;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-31;37441.66;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-01-31;9182.33;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-02-01;18187.2;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FII - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;AQUISIÇÃO;2023-02-02;355581.96;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-02;358831.2624;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-02;18196.5276;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-03;24102.7192;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-03;310260.5697;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-03;35761.101;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-03;150495.817;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-03;3483779.5031;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-06;345936.41;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-07;55689.1359;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-07;68607.817;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-07;36313.2671;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;140889.8347;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;184850.1176;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;89975.2394;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;104055.138;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;319841.6674;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;522120.8528;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;702858.8963;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;209140.0248;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;92517.3172;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-08;557580.1918;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-02-10;41881;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-02-14;185115.3;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-02-15;263986.46;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-02-15;116532.11;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-02-16;24725.42;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
41.076.564/0001-95;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2023-02-16;185302.3356;2021-05-21;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
