CNPJ_Fundo;Data_Referencia;Versao;Ativo_Negociado;Natureza_Transacao;Data_Transacao;Valor_Envolvido;Data_Assembleia;Contraparte
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-15;20523879.42;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-08-16;11000;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - RBR CRI  FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-08-16;8512.28;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-16;1866601.41;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - FUNDO DE INVESTIMENTO IMOBILIARIO RBR CREDITO IMOBILIARIO HIGH YIELD;ALIENAÇÃO;2022-08-17;102207.67;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-08-17;300;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - RBR CRI  FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-08-17;45728.76;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-17;1593577.19;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-17;24154.1649;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-17;1172375.6913;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-17;3353559.1269;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-17;1676109.317;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-17;5356055.8;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-17;20544783.7;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-17;1593577.19;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-08-18;200.5;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-18;10001015.4;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-18;1039547.7;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - RBR CRI  FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-08-19;197.78;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-19;7386343.9416;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-19;158843.9214;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-19;78966.4504;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-19;24248.2678;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-19;1798117.3285;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-19;2619818.2419;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-19;1040082.6784;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-22;17114878.33;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-22;60190.46;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-08-23;100.5;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-23;112525704.74;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - BLUECAP RENDA LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;ALIENAÇÃO;2022-08-24;184;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - RBR CRI  FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-08-24;395.56;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-24;21088311.33;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-24;10971373.75;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-24;99606988.32;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-24;10116937.58;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-25;39485594.31;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-26;9829895.91;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-29;45689432.28;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-29;22820633.74;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-29;9835185.41;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-29;45689432.28;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-30;11582204.52;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - FII BTG PACTUAL FUNDO DE CRI;AQUISIÇÃO;2022-08-31;362383.2;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-08-31;69997806.97;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-08-31;31710329.64;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - FII BTG PACTUAL FUNDO DE CRI;AQUISIÇÃO;2022-09-01;8729.16;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-01;5000;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-01;10929698.34;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-02;1780554.22;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-05;4670636.93;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - EQI RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO FII;ALIENAÇÃO;2022-09-05;98.5;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-05;1056851.3901;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-05;10942362.4056;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-05;1781484.1143;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-06;1010;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-06;73853031.26;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-08;100504968.64;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-09;2525;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-09;54710617.7031;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-09;100558577.3669;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-12;1111;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-12;522101.05;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-12;920384.86;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL NOSSA SENHORA DE LOURDES;ALIENAÇÃO;2022-09-13;103293.9;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATIVAS - FII;ALIENAÇÃO;2022-09-13;442265;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-13;808;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-13;19239736.0033;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-13;1031091.2836;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-13;522376.6074;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-13;920870.6257;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-14;101;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-14;26889934.78;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - RBR CRI  FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-15;97.9;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-15;41861012.36;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-15;11534956.6284;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-15;26903915.3016;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-15;41861012.36;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-16;22263592.69;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - RBR CRI  FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-19;587.05;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-19;1637665.95;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-19;14251563.01;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHOPPING CENTER;ALIENAÇÃO;2022-09-20;44631;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - FII TORRE ALMIRANTE;ALIENAÇÃO;2022-09-20;117261;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-20;2828;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-20;90046602.74;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-20;31244248.94;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FII - HSI RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;ALIENAÇÃO;2022-09-21;606;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-21;1639351.7857;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-21;16287175.9332;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-21;13107136.034;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-21;5173923.3143;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-21;2617762.3053;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
18.979.895/0001-13;2023-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2022-09-21;14266233.7638;2020-02-24;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
